ID_hash	ult_avaliacao_clima	qtde_projetos_3m	qtde_projetos_6m	qtde_projetos_12m	qtde_projetos_24m	media_horas_trabalho_3m	media_horas_trabalho_6m	media_horas_trabalho_12m	tempo_empresa	flag_promocao_3m	flag_promocao_6m	flag_promocao_12m	flag_promocao_vida	departamento	patamar_salario	turnover
2812	0.29	0	3	5	6	164	167	155	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
2813	0.92	3	4	4	7	149	155	144	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2814	0.7	1	4	4	7	159	157	151	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
2815	0.69	1	3	6	6	166	165	174	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
2816	0.8	2	3	4	8	164	162	163	1	0	0	0	1	dados	01_menor_igual_media	0
2817	0.44	0	3	4	7	147	154	149	3	0	0	0	1	vendas	01_menor_igual_media	0
2818	0.92	0	5	6	9	157	157	157	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2819	0.06	2	7	7	12	190	184	172	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
2820	0.95	2	3	6	10	176	172	166	2	0	0	0	1	TI/suporte	02_acima_media	0
2821	1	3	3	6	9	167	159	156	3	0	0	0	1	dados	01_menor_igual_media	0
2822	0.58	0	4	5	5	151	159	150	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2823	1	0	4	5	9	180	178	184	4	0	0	0	1	vendas	01_menor_igual_media	0
2824	0.93	1	3	3	8	189	186	181	1	0	0	0	1	dados	02_acima_media	0
2825	0.1	1	2	4	4	145	153	155	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
2826	0.93	1	3	5	8	176	180	180	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
2827	0.43	3	3	4	5	165	173	166	3	1	0	0	1	vendas	01_menor_igual_media	1
2828		4	4	5	5	155	155	153	4	0	0	0	0	vendas	02_acima_media	0
2829	1	1	5	6	9	185	185	186	10	0	0	0	1	TI/suporte	01_menor_igual_media	0
2830	0.12	5	5	8	9	171	180	192	4	0	0	0	0	dados	01_menor_igual_media	0
2831	0.37	4	5	5	6	156	157	163	4	0	0	0	0	vendas	01_menor_igual_media	0
2832		0	5	7	8	161	170	177	3	0	0	0	1	dados	02_acima_media	0
2833	0.39	2	3	5	5	165	169	168	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2834	0.72	2	3	5	9	154	156	156	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
2835	0.9	3	5	6	11	189	187	179	1	0	0	0	0	TI/suporte	01_menor_igual_media	1
2836	0.38	3	3	5	7	187	181	180	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
2837	0.89	1	3	3	6	155	156	164	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2838	0.84	0	4	4	6	164	166	170	2	0	0	0	0	marketing/produto	01_menor_igual_media	1
2839	0.17	0	5	8	13	178	173	174	6	0	0	0	1	vendas	01_menor_igual_media	0
2840	0.73	3	4	7	10	161	160	159	4	0	0	0	0	TI/suporte	01_menor_igual_media	1
2841	0.02	0	5	5	6	164	154	157	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2842	0.89	0	3	4	9	147	157	158	1	0	0	0	0	TI/suporte	01_menor_igual_media	1
2843	0.52	0	3	5	10	150	158	151	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
2844	1	2	2	3	6	157	159	156	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2845	0.96	5	5	7	10	180	170	158	5	0	0	0	1	vendas	01_menor_igual_media	0
2846	0.88	1	2	4	8	162	160	163	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
2847	0.54	2	6	8	11	174	174	174	5	0	0	1	1	TI/suporte	02_acima_media	0
2848	0.75	2	3	3	7	185	183	178	3	0	0	0	0	vendas	01_menor_igual_media	0
2849		1	3	3	7	155	161	150	4	0	0	0	1	TI/suporte	01_menor_igual_media	1
2850	0.5	0	6	7	11	192	191	200	1	0	0	0	1	dados	01_menor_igual_media	0
2851	0.57	3	3	5	5	169	170	169	3	0	0	0	0	TI/suporte	02_acima_media	0
2852	0.11	0	5	5	8	198	201	199	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2853	0.1	6	6	9	9	154	164	172	5	0	0	1	1	vendas	01_menor_igual_media	1
2854	0.98	0	4	4	7	149	157	161	8	0	0	0	0	marketing/produto	01_menor_igual_media	0
2855	0.64	2	5	5	10	184	186	183	3	0	0	0	0	dados	01_menor_igual_media	0
2856	0.31	0	5	8	11	167	175	182	5	0	0	0	0	dados	01_menor_igual_media	0
2857	0.06	2	4	4	7	174	179	185	6	0	0	0	0	TI/suporte	01_menor_igual_media	0
2858	0.93	2	2	5	7	187	183	177	3	0	0	0	1	vendas	01_menor_igual_media	0
2859	0.91	4	5	6	11	182	176	171	6	0	1	0	1	marketing/produto	01_menor_igual_media	0
2860	0.98	1	5	8	12	178	173	162	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2861	0.07	2	2	5	9	151	154	155	3	0	1	0	1	dados	01_menor_igual_media	0
2862	1	1	4	4	8	182	186	181	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
2863	0.76	1	5	8	8	153	153	158	4	0	0	0	0	vendas	01_menor_igual_media	0
2864	0.98	3	5	6	6	159	158	147	3	0	0	0	0	vendas	01_menor_igual_media	0
2865	0.51	3	6	9	13	156	153	154	8	0	0	1	1	dados	02_acima_media	0
2866	0.89	6	6	7	9	167	159	162	3	0	0	0	1	dados	01_menor_igual_media	0
2867	0.04	2	2	2	6	146	153	150	3	0	0	0	0	vendas	01_menor_igual_media	0
2868	0.24	2	2	4	8	144	154	151	3	0	0	1	1	marketing/produto	01_menor_igual_media	0
2869		0	3	6	6	172	175	184	2	0	1	0	1	vendas	01_menor_igual_media	0
2870	0.94	2	3	4	9	158	160	167	6	0	0	0	0	TI/suporte	01_menor_igual_media	1
2871	0.9	4	4	7	12	162	160	161	1	0	0	0	0	TI/suporte	01_menor_igual_media	1
2872		5	5	7	8	154	156	163	4	0	0	0	1	vendas	01_menor_igual_media	1
2873	0.85	5	5	8	12	181	183	184	5	0	0	0	1	TI/suporte	02_acima_media	0
2874	0.98	4	5	5	6	185	178	174	4	0	0	0	0	dados	01_menor_igual_media	1
2875	0.77	4	4	7	9	152	152	147	3	0	0	1	1	vendas	01_menor_igual_media	1
2876	0.24	4	4	7	11	170	173	170	2	0	0	0	1	marketing/produto	01_menor_igual_media	0
2877	0.57	4	5	8	8	179	181	185	6	0	0	1	1	vendas	01_menor_igual_media	0
2878	0.43	0	4	7	9	182	184	172	4	0	0	0	0	vendas	02_acima_media	1
2879		0	2	4	8	164	154	161	3	0	0	0	0	vendas	01_menor_igual_media	0
2880		1	2	4	9	165	156	156	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2881	0.76	4	4	6	9	153	156	148	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
2882	0.79	1	3	6	8	158	160	160	2	0	0	0	1	vendas	01_menor_igual_media	1
2883		0	2	3	5	145	151	146	4	0	0	0	0	marketing/produto	01_menor_igual_media	1
2884	0.94	1	4	6	11	158	157	158	4	0	0	0	0	vendas	01_menor_igual_media	0
2885	0.96	1	4	4	9	141	150	150	6	0	0	1	1	TI/suporte	01_menor_igual_media	0
2886	1	4	4	5	7	166	163	170	3	0	0	0	1	dados	01_menor_igual_media	0
2887	0.25	3	3	6	7	148	157	160	2	0	0	0	1	dados	02_acima_media	0
2888	0.6	0	4	6	9	157	154	157	1	0	0	0	1	TI/suporte	02_acima_media	0
2889	0.97	1	3	5	7	158	156	144	3	0	0	0	0	dados	01_menor_igual_media	0
2890	0.59	0	4	5	7	151	154	146	3	0	1	0	1	dados	01_menor_igual_media	0
2891	0.14	1	2	4	8	152	155	149	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2892		2	2	5	5	154	153	156	3	0	0	0	0	dados	01_menor_igual_media	0
2893	0.59	4	4	6	10	150	154	155	2	1	0	0	1	vendas	01_menor_igual_media	0
2894		0	3	6	8	161	158	155	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2895	0.98	0	4	7	12	183	185	179	6	0	0	0	0	dados	01_menor_igual_media	0
2896	0.8	4	4	6	9	160	162	160	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2897	0.62	0	2	3	3	143	153	154	3	0	0	0	0	vendas	01_menor_igual_media	0
2898	0.94	0	4	4	9	183	181	171	2	0	1	0	1	TI/suporte	02_acima_media	0
2899	0.26	4	5	8	13	179	180	192	3	0	0	0	1	dados	01_menor_igual_media	0
2900	0.79	1	4	4	6	179	181	181	5	0	0	0	0	vendas	01_menor_igual_media	0
2901	0.96	3	4	5	7	153	161	164	4	0	0	0	0	vendas	01_menor_igual_media	0
2902	0.14	0	3	3	7	166	159	158	4	0	0	0	0	vendas	01_menor_igual_media	1
2903	0.7	2	5	8	11	176	174	178	2	1	0	0	1	TI/suporte	01_menor_igual_media	0
2904	0.13	5	7	8	8	188	188	188	4	0	0	0	1	vendas	01_menor_igual_media	1
2905		2	4	4	5	164	155	155	10	0	0	0	1	marketing/produto	02_acima_media	0
2906	1	2	3	3	6	163	166	165	2	0	0	0	1	vendas	01_menor_igual_media	0
2907	0.21	1	5	5	9	191	192	191	4	0	0	0	1	vendas	02_acima_media	1
2908	1	3	3	6	11	154	156	158	1	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2909	1	1	3	5	5	181	182	177	4	0	0	0	1	TI/suporte	01_menor_igual_media	1
2910	0.9	5	5	6	9	179	182	194	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2911	0.52	4	4	4	7	161	158	166	4	0	0	0	1	vendas	01_menor_igual_media	0
2912	0.8	4	5	7	7	183	185	195	1	0	0	0	0	RH/financeiro	02_acima_media	0
2913	0.02	4	6	8	13	198	203	203	4	0	0	0	0	vendas	01_menor_igual_media	1
2914	0.83	1	2	2	5	192	192	191	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2915	0.72	1	3	6	6	194	184	181	4	0	0	0	0	vendas	01_menor_igual_media	0
2916	0.63	3	4	5	6	145	154	165	2	0	0	0	0	marketing/produto	01_menor_igual_media	1
2917	0.21	0	2	3	4	153	156	158	3	0	0	0	1	dados	01_menor_igual_media	0
2918	0.88	2	4	4	9	176	180	182	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
2919	0.72	0	3	4	4	184	186	184	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
2920	0.9	3	3	4	4	147	157	155	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2921	0.38	4	4	7	11	158	166	163	2	0	0	0	0	dados	02_acima_media	0
2922	0.86	3	3	6	9	174	164	167	3	0	0	0	0	dados	01_menor_igual_media	0
2923	0.66	0	3	3	7	155	153	144	4	0	0	0	1	vendas	01_menor_igual_media	0
2924	0.12	3	5	5	6	153	152	149	1	0	0	0	0	vendas	01_menor_igual_media	1
2925	0.3	4	4	5	9	150	154	153	3	0	0	0	1	dados	02_acima_media	0
2926	0.04	0	5	7	11	157	157	157	4	0	0	0	0	TI/suporte	01_menor_igual_media	1
2927	0	2	6	9	10	194	184	183	4	0	0	0	1	vendas	01_menor_igual_media	1
2928	0.91	0	3	4	8	156	158	158	4	0	0	0	0	TI/suporte	02_acima_media	0
2929	0.87	3	3	6	7	160	159	156	2	1	0	0	1	dados	01_menor_igual_media	0
2930	0.89	2	5	7	8	164	159	171	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2931	0.96	2	4	4	8	156	156	161	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2932	0.6	3	5	8	9	159	159	160	3	0	0	0	1	vendas	01_menor_igual_media	1
2933	0.52	2	3	5	10	152	152	163	3	0	0	0	0	dados	01_menor_igual_media	0
2934	0.83	4	4	7	11	165	160	160	4	0	0	0	0	dados	01_menor_igual_media	0
2935		1	2	5	6	163	155	157	4	0	0	0	0	marketing/produto	02_acima_media	0
2936		0	3	5	8	160	169	156	3	0	0	0	0	dados	01_menor_igual_media	0
2937	0.88	4	4	6	8	161	164	173	1	0	0	0	1	vendas	01_menor_igual_media	1
2938	0.87	0	3	5	8	151	159	170	3	0	0	0	0	dados	01_menor_igual_media	0
2939	0.04	6	6	6	11	185	184	187	4	0	0	0	1	RH/financeiro	02_acima_media	0
2940	0.92	4	4	4	6	156	156	166	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2941	0.05	3	5	7	9	179	180	179	4	0	0	0	0	dados	01_menor_igual_media	0
2942	1	1	3	6	10	166	163	171	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
2943	0.79	2	4	6	8	165	155	154	3	1	0	0	1	vendas	01_menor_igual_media	1
2944	0.3	1	3	3	3	151	154	161	1	0	0	0	0	vendas	01_menor_igual_media	1
2945	0.99	0	4	4	8	147	154	142	10	0	0	0	1	dados	02_acima_media	0
2946		2	2	3	5	161	155	160	4	0	0	0	1	vendas	01_menor_igual_media	0
2947	0.01	1	7	9	11	198	200	199	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
2948		3	4	7	7	190	184	186	3	0	0	0	0	vendas	01_menor_igual_media	1
2949	0.22	2	6	8	11	188	187	190	6	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2950	0.21	0	3	6	8	149	154	154	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
2951	0.59	2	4	5	5	174	166	175	6	0	0	0	0	TI/suporte	01_menor_igual_media	0
2952	0.26	3	3	3	3	173	177	172	3	0	0	0	0	dados	01_menor_igual_media	0
2953	0.2	1	3	4	5	173	173	177	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
2954	0.8	1	5	7	12	161	162	165	3	0	0	0	0	vendas	01_menor_igual_media	0
2955	0.81	1	3	4	9	150	153	151	3	0	1	0	1	marketing/produto	01_menor_igual_media	1
2956	1	2	6	8	12	153	154	151	5	0	0	0	0	dados	01_menor_igual_media	0
2957	0.41	1	4	6	7	179	180	180	2	0	0	0	0	dados	01_menor_igual_media	0
2958	0.25	2	4	5	5	151	154	159	2	0	0	0	0	RH/financeiro	01_menor_igual_media	1
2959	0.02	4	6	7	9	181	190	179	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
2960	0.15	3	7	9	12	181	188	185	4	0	0	0	0	vendas	01_menor_igual_media	0
2961	0.65	2	5	5	9	150	154	142	3	0	0	0	0	vendas	01_menor_igual_media	1
2962	0.63	2	3	4	4	178	179	180	2	0	0	0	0	vendas	01_menor_igual_media	0
2963	0.96	0	4	6	7	186	183	183	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
2964	0.48	0	2	5	9	151	152	142	4	0	0	1	1	TI/suporte	01_menor_igual_media	0
2965	0.86	1	4	6	8	178	176	182	3	0	0	0	0	dados	02_acima_media	0
2966	0.12	0	2	3	5	148	155	147	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2967	0.21	1	5	6	6	157	160	151	5	0	0	0	1	vendas	01_menor_igual_media	0
2968	0.83	3	3	6	7	188	190	187	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
2969	0.93	2	5	5	7	160	159	157	2	0	0	0	0	dados	01_menor_igual_media	0
2970	0.02	1	6	7	7	189	187	187	4	0	0	1	1	RH/financeiro	01_menor_igual_media	0
2971	0.94	1	4	6	8	172	173	176	3	0	0	0	1	vendas	01_menor_igual_media	0
2972	0.99	0	2	5	7	153	156	168	3	0	0	0	1	vendas	01_menor_igual_media	0
2973	0.88	2	3	5	9	163	158	148	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
2974	0.97	1	3	4	5	177	175	177	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
2975	0.88	2	2	5	8	164	155	155	3	0	0	0	0	marketing/produto	02_acima_media	0
2976	0.7	0	4	6	6	177	174	167	7	0	0	0	0	TI/suporte	01_menor_igual_media	0
2977	0.99	1	3	6	9	159	156	146	3	0	0	0	1	vendas	01_menor_igual_media	1
2978	0.41	0	4	6	10	156	153	162	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
2979	0.08	1	2	2	5	165	156	168	3	0	0	0	0	TI/suporte	02_acima_media	0
2980	0.99	0	3	6	10	172	162	161	3	0	0	0	1	TI/suporte	02_acima_media	0
2981	0.95	1	5	5	8	173	164	155	2	0	0	0	1	dados	01_menor_igual_media	0
2982	0.91	0	4	4	8	178	184	173	6	0	0	0	1	RH/financeiro	01_menor_igual_media	0
2983	0.98	3	3	3	7	159	156	149	7	0	0	0	0	vendas	01_menor_igual_media	0
2984	0.99	0	3	6	8	182	182	179	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
2985	0.94	0	4	7	7	183	183	188	3	0	0	0	0	marketing/produto	02_acima_media	0
2986	0.06	1	6	6	11	148	154	150	5	0	0	0	1	TI/suporte	01_menor_igual_media	1
2987	0.98	2	4	6	11	181	182	193	5	0	0	0	0	vendas	02_acima_media	0
2988		5	5	7	9	151	159	157	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
2989	0.77	1	3	5	8	161	164	165	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2990		0	4	4	5	178	180	178	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
2991	0.37	3	3	4	7	156	158	157	4	0	0	0	0	dados	01_menor_igual_media	0
2992	0.19	4	4	4	8	158	157	155	1	0	0	0	0	dados	01_menor_igual_media	0
2993	0.59	2	4	5	9	152	154	156	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
2994	0.98	0	3	5	10	152	155	161	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2995	0.21	0	3	6	7	177	174	172	3	0	0	0	0	dados	01_menor_igual_media	0
2996	0.11	2	2	5	10	152	150	146	2	0	0	0	1	dados	02_acima_media	0
2997		1	2	3	5	158	155	144	3	0	0	0	1	vendas	01_menor_igual_media	0
2998	0.07	2	5	6	7	158	159	158	5	0	0	0	0	marketing/produto	01_menor_igual_media	1
2999	0.82	4	5	8	10	159	156	163	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
3000	0.42	1	4	5	9	157	158	148	7	1	0	0	1	marketing/produto	01_menor_igual_media	0
3001	0.1	4	5	6	8	157	157	152	5	0	0	0	0	dados	01_menor_igual_media	0
3002	0.12	3	4	6	10	187	181	193	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3003	0.48	0	3	5	9	163	166	174	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3004	1	4	5	6	11	162	157	145	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
3005	0.84	0	4	7	11	163	163	151	1	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3006	0.97	1	3	3	8	148	154	152	10	0	0	0	0	TI/suporte	02_acima_media	0
3007	0.24	3	4	7	8	156	156	160	3	1	0	0	1	TI/suporte	01_menor_igual_media	0
3008	0.32	1	2	4	9	159	155	145	3	0	0	0	1	dados	01_menor_igual_media	0
3009	0.91	3	3	3	7	168	158	155	8	0	0	0	0	marketing/produto	02_acima_media	0
3010	0.67	1	6	8	8	182	182	171	3	0	0	0	1	dados	01_menor_igual_media	0
3011		3	5	8	11	161	163	166	2	0	0	0	1	dados	02_acima_media	0
3012	0.36	3	4	5	6	186	185	183	4	0	0	0	0	dados	01_menor_igual_media	0
3013	1	2	4	5	9	155	158	156	4	0	0	0	1	dados	01_menor_igual_media	1
3014	0.07	0	2	2	4	153	153	156	3	0	0	0	0	vendas	01_menor_igual_media	0
3015	0.61	1	2	5	7	154	154	157	3	0	0	0	0	dados	01_menor_igual_media	0
3016	0.08	3	4	4	4	192	190	193	5	0	0	1	1	vendas	01_menor_igual_media	1
3017	0.99	2	3	5	6	162	155	146	3	0	0	0	0	vendas	01_menor_igual_media	0
3018	0.46	2	2	4	4	156	155	156	3	0	0	0	0	vendas	01_menor_igual_media	0
3019	0.52	0	2	3	7	150	158	160	6	0	0	0	1	vendas	01_menor_igual_media	0
3020		2	3	3	7	150	160	160	2	0	0	1	1	TI/suporte	01_menor_igual_media	0
3021	0.97	0	5	5	10	181	187	188	5	0	0	0	1	dados	01_menor_igual_media	0
3022	0.82	4	5	6	7	156	159	155	2	0	0	0	1	dados	01_menor_igual_media	0
3023	0.9	2	5	5	5	187	184	185	6	0	0	0	1	vendas	01_menor_igual_media	0
3024	0.29	4	4	4	7	155	165	172	4	0	0	0	0	dados	01_menor_igual_media	0
3025	0.25	4	5	5	9	159	157	153	1	0	0	0	1	TI/suporte	02_acima_media	1
3026	0.6	2	4	7	10	149	157	166	3	0	0	0	0	vendas	01_menor_igual_media	0
3027	0.13	4	4	6	11	184	174	171	4	0	0	0	1	vendas	01_menor_igual_media	1
3028	0.92	0	4	7	12	169	163	159	3	0	0	0	0	RH/financeiro	02_acima_media	0
3029	0.69	1	2	5	8	157	156	168	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3030	0.14	6	6	6	6	196	192	194	4	0	1	0	1	TI/suporte	01_menor_igual_media	0
3031	0.62	1	4	5	10	158	156	167	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
3032	0.09	1	5	7	9	178	180	187	4	0	0	0	0	dados	01_menor_igual_media	1
3033	0.96	1	3	6	8	179	188	187	3	1	0	0	1	vendas	01_menor_igual_media	0
3034	0.11	2	3	5	5	176	173	173	1	0	0	0	0	vendas	02_acima_media	0
3035	0.05	0	4	7	8	189	189	178	3	0	0	1	1	vendas	01_menor_igual_media	1
3036	1	2	5	7	8	175	172	167	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
3037		1	3	4	7	164	163	155	4	0	0	0	0	vendas	01_menor_igual_media	0
3038	0.23	4	5	7	12	158	161	159	5	0	0	0	0	vendas	01_menor_igual_media	1
3039	0.28	5	5	6	8	150	154	155	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
3040	0.98	0	3	5	10	164	156	155	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3041		6	7	9	11	172	171	168	6	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3042	0.27	0	5	5	9	201	194	194	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
3043	0.16	0	7	7	11	202	202	199	4	0	0	0	0	marketing/produto	01_menor_igual_media	1
3044	0.99	4	5	7	7	155	154	155	1	0	0	0	1	marketing/produto	01_menor_igual_media	0
3045	0.99	2	3	6	7	183	181	188	3	0	0	0	0	dados	02_acima_media	0
3046	0.22	0	4	6	11	169	159	155	6	0	0	0	0	vendas	02_acima_media	0
3047	0.7	0	3	6	8	169	163	157	2	0	0	1	1	marketing/produto	02_acima_media	0
3048		0	2	3	6	156	156	156	3	0	0	0	1	dados	01_menor_igual_media	0
3049	0.96	0	5	5	7	176	172	162	1	0	0	0	1	vendas	01_menor_igual_media	0
3050	0.91	3	3	3	5	181	176	173	7	0	0	0	1	vendas	01_menor_igual_media	0
3051	0.65	2	4	5	6	166	157	145	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
3052	0.72	3	4	5	8	153	155	164	4	0	0	0	0	dados	01_menor_igual_media	0
3053	1	0	2	3	8	160	152	159	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3054	0.24	2	3	5	7	152	154	151	8	1	0	0	1	RH/financeiro	01_menor_igual_media	0
3055	0.69	1	3	6	8	157	159	162	3	0	0	0	0	dados	01_menor_igual_media	0
3056	0.75	1	4	6	10	156	158	151	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
3057	0.71	1	5	6	6	173	171	180	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
3058	0.2	6	6	9	9	175	178	181	4	0	0	1	1	vendas	01_menor_igual_media	0
3059	0.89	3	3	6	6	166	167	160	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3060	0.73	4	4	4	5	158	166	175	3	0	0	0	0	vendas	01_menor_igual_media	0
3061	0.08	0	2	5	5	160	158	157	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
3062	0.78	3	5	7	12	150	158	164	4	0	0	0	0	marketing/produto	01_menor_igual_media	1
3063	0.2	1	6	7	8	190	187	187	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3064	0.75	1	5	5	5	170	176	181	3	0	0	0	1	vendas	01_menor_igual_media	0
3065	0.53	0	3	6	8	185	187	197	1	0	0	0	0	vendas	01_menor_igual_media	1
3066	0.93	2	2	3	7	192	187	194	2	0	0	0	0	marketing/produto	02_acima_media	0
3067	0.54	4	5	7	8	160	153	153	2	1	0	0	1	RH/financeiro	01_menor_igual_media	0
3068	0.42	3	4	4	9	158	157	154	3	0	0	0	0	vendas	01_menor_igual_media	0
3069	0.25	3	4	7	8	164	156	157	4	0	0	0	0	vendas	01_menor_igual_media	0
3070	0.97	3	3	5	5	183	176	164	8	0	0	0	0	vendas	01_menor_igual_media	0
3071	0.89	1	3	4	8	159	156	155	3	0	0	0	1	TI/suporte	02_acima_media	0
3072		5	6	9	11	177	178	187	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
3073	0.98	4	5	8	13	184	184	188	4	0	0	0	1	dados	01_menor_igual_media	0
3074	0.94	1	4	6	11	156	164	156	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3075	0.71	0	3	6	9	189	188	189	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
3076	0.81	0	4	5	10	167	159	161	4	0	0	0	1	marketing/produto	01_menor_igual_media	1
3077	0.83	3	3	6	6	156	155	158	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3078	0.88	2	3	6	11	194	185	192	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3079	1	0	5	5	5	178	185	191	3	0	0	0	1	dados	01_menor_igual_media	0
3080	0.12	3	3	4	4	197	194	187	6	0	0	0	1	marketing/produto	02_acima_media	0
3081	0.46	2	3	5	5	152	154	163	2	0	0	0	0	dados	01_menor_igual_media	0
3082	0.71	0	4	5	9	155	155	157	6	0	0	0	0	marketing/produto	02_acima_media	0
3083	0.88	0	5	8	12	160	157	164	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3084	0.85	1	4	7	12	156	155	158	4	0	0	0	1	RH/financeiro	02_acima_media	0
3085	0.87	3	3	3	3	173	176	167	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
3086	0.76	2	4	5	9	156	157	164	1	0	0	0	0	vendas	01_menor_igual_media	0
3087	0.85	1	4	4	7	155	157	160	3	0	0	1	1	vendas	02_acima_media	0
3088	0.87	3	3	3	8	172	181	183	1	0	0	1	1	TI/suporte	02_acima_media	0
3089	0.71	0	4	4	8	185	186	197	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
3090	0.94	2	4	4	4	186	189	196	6	0	0	0	0	TI/suporte	01_menor_igual_media	0
3091	0.99	2	4	5	9	164	166	167	3	0	0	0	1	vendas	02_acima_media	0
3092	0.02	4	6	9	10	198	202	202	4	0	1	0	1	TI/suporte	01_menor_igual_media	0
3093	0.52	4	4	4	9	157	155	152	3	0	0	0	0	vendas	02_acima_media	0
3094	0.82	1	3	4	4	173	176	177	1	0	0	0	0	dados	01_menor_igual_media	0
3095	0.95	0	3	4	6	158	155	149	3	0	0	0	1	vendas	01_menor_igual_media	0
3096	0.17	4	4	6	8	176	180	176	6	0	0	0	1	RH/financeiro	01_menor_igual_media	1
3097	0.65	3	5	6	6	147	156	162	2	0	0	0	0	dados	01_menor_igual_media	1
3098	0.58	1	2	4	9	154	155	146	3	0	0	0	0	dados	01_menor_igual_media	0
3099		1	2	3	8	162	159	154	3	0	0	0	1	marketing/produto	01_menor_igual_media	1
3100	0.83	0	5	5	7	188	182	181	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3101		0	6	8	13	190	181	179	6	0	0	0	0	vendas	01_menor_igual_media	0
3102		3	5	5	6	152	157	153	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
