ID_RESPONDENTE	IDADE	GENERO	ESTADO_CIVIL	OCUPACAO_USUAL	RENDA_MENSAL_FAMILIAR	GRAU_EDUCACAO	REFEICAO_MAIS_FREQUENTE	COMPRAS_SAUDAVEIS	RECLAMACAO_ATRASO	AVALIACAO_MEDIA_ANTERIOR	INFLUENCIADO_POR_NOTA
1683	52	Masculino	Casado	Autonomo	1600	Pos-Graduacao	Almoco	Sim	Nao	4.6	1
1684	43	Feminino	Casado	Autonomo	17500	Graduacao	Lanches	Nao	Nao	4.5	1
1685	19	Feminino	Solteiro	Estudante	3200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1686	20	Masculino	Solteiro	Autonomo	6900	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
1687	53	Feminino	Divorciado	Sem Ocupacao	5200	Graduacao	Almoco	Nao	Nao	4.7	1
1688	29	Feminino	Solteiro	Estudante	2300	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.4	0
1689	33	Feminino	Solteiro	Autonomo	11000	Graduacao	Almoco	Nao	Nao	4.9	1
1690	23	Feminino	Solteiro	Sem Ocupacao	6000	Graduacao	Lanches	Sim	Nao	4.7	1
1691	25	Masculino	Casado	Empregado CLT	6600	Ensino Fund./Medio	Almoco	Sim	Sim	4.6	1
1692	42	Feminino	Casado	Sem Ocupacao	2700	Pos-Graduacao	Lanches	Nao	Nao	4.7	0
1693	30	Masculino	Solteiro	Empregado CLT	3100	Ensino Fund./Medio	Lanches	Nao	Nao	4.9	0
1694	27	Feminino	Casado	Autonomo	3300	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
1695	32	Feminino	Casado	Autonomo	6600	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.4	0
1696	27	Masculino	Solteiro	Empregado CLT	15500	Graduacao	Lanches	Sim	Nao	4.7	1
1697	22	Feminino	Solteiro	Estudante	3600	Sem Instrucao	Lanches	Nao	Nao	4.5	0
1698	38	Masculino	Solteiro	Empregado CLT	4600	Pos-Graduacao	Jantar	Nao	Nao	4.2	1
1699	47	Masculino	Divorciado	Empregado CLT	6700	Graduacao	Cafe da manha	Nao	Sim	4.3	0
1700	21	Feminino	Divorciado	Sem Ocupacao	3100	Sem Instrucao	Almoco	Nao	Nao	4.7	1
1701	26	Masculino	Divorciado	Empregado CLT	6100	Ensino Fund./Medio	Lanches	Nao	Nao	4.4	1
1702	41	Feminino	Casado	Empregado CLT	8600	Pos-Graduacao	Lanches	Sim	Nao	4.6	1
1703	32	Feminino	Casado	Empregado CLT	7500	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.3	0
1704	40	Feminino	Casado	Sem Ocupacao	4300	Pos-Graduacao	Almoco	Nao	Nao	4.9	1
1705	19	Masculino	Solteiro	Estudante	8000	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	0
1706	29	Masculino	Solteiro	Autonomo	8900	Graduacao	Lanches	Nao	Nao	4.6	1
1707	25	Feminino	Solteiro	Sem Ocupacao	4800	Graduacao	Cafe da manha	Nao	Nao	4.9	0
1708	29	Masculino	Solteiro	Autonomo	13500	Ensino Fund./Medio	Almoco	Nao	Nao	4.4	1
1709	26	Masculino	Casado	Sem Ocupacao	1200	Ensino Fund./Medio	Almoco	Sim	Nao	4.5	1
1710	45	Masculino	Casado	Empregado CLT	10200	Pos-Graduacao	Lanches	Nao	Nao	4.8	1
1711	33	Feminino	Solteiro	Estudante	7100	Graduacao	Lanches	Nao	Nao	4.9	1
1712	19	Masculino	Solteiro	Estudante	2300	Ensino Fund./Medio	Almoco	Sim	Nao	4.5	0
1713	46	Feminino	Casado	Empregado CLT	13800	Graduacao	Lanches	Nao	Sim	4.4	1
1714	24	Masculino	Solteiro	Empregado CLT	2400	Sem Instrucao	Jantar	Nao	Nao	4.1	1
1715	41	Feminino	Casado	Empregado CLT	8900	Graduacao	Cafe da manha	Nao	Nao	4.7	1
1716	35	Feminino	Solteiro	Empregado CLT	9400	Graduacao	Jantar	Nao	Nao	4.6	1
1717	29	Feminino	Casado	Estudante	6200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.3	0
1718	28	Masculino	Solteiro	Estudante	3000	Sem Instrucao	Cafe da manha	Nao	Nao	4.3	1
1719	27	Masculino	Solteiro	Estudante	18800	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
1720	27	Feminino	Casado	Empregado CLT	9600	Graduacao	Cafe da manha	Sim	Sim	4.7	1
1721	25	Feminino	Solteiro	Empregado CLT	5300	Pos-Graduacao	Lanches	Nao	Nao	4.6	1
1722	35	Feminino	Solteiro	Estudante	6900	Pos-Graduacao	Lanches	Nao	Nao	4.7	1
1723	54	Masculino	Casado	Empregado CLT	2700	Graduacao	Cafe da manha	Sim	Sim	4.6	1
1724	27	Feminino	Casado	Empregado CLT	1800	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1725	37	Masculino	Casado	Autonomo	7100	Graduacao	Jantar	Nao	Sim	4.4	1
1726	18	Feminino	Solteiro	Estudante	7900	Sem Instrucao	Almoco	Nao	Nao	4.5	1
1727	30	Masculino	Solteiro	Empregado CLT	13600	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1728	28	Masculino	Casado	Autonomo	7300	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1729	27	Feminino	Solteiro	Estudante	6200	Ensino Fund./Medio	Lanches	Nao	Nao	4.6	1
1730	35	Masculino	Divorciado	Empregado CLT	3300	Graduacao	Almoco	Nao	Nao	4.7	0
1731	28	Masculino	Solteiro	Sem Ocupacao	8000	Graduacao	Almoco	Nao	Nao	4.6	1
1732	39	Feminino	Solteiro	Empregado CLT	5800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	0
1733	37	Feminino	Casado	Empregado CLT	8500	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	0
1734	22	Masculino	Casado	Estudante	10300	Graduacao	Lanches	Nao	Nao	4.8	1
1735	21	Feminino	Solteiro	Empregado CLT	14800	Graduacao	Lanches	Sim	Nao	4.8	1
1736	31	Feminino	Casado	Empregado CLT	8600	Graduacao	Cafe da manha	Nao	Nao	4.4	0
1737	41	Feminino	Solteiro	Autonomo	10000	Pos-Graduacao	Jantar	Nao	Nao	4.8	1
1738	29	Masculino	Casado	Empregado CLT	13300	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
1739	30	Masculino	Casado	Empregado CLT	11900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.8	1
1740	54	Masculino	Casado	Empregado CLT	6200	Pos-Graduacao	Lanches	Sim	Sim	4.8	1
1741	42	Masculino	Casado	Empregado CLT	3400	Ensino Fund./Medio	Almoco	Nao	Nao	4.8	1
1742	23	Feminino	Casado	Empregado CLT	2400	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	1
1743	28	Masculino	Solteiro	Estudante	13400	Graduacao	Cafe da manha	Nao	Nao	4.5	0
1744	42	Masculino	Casado	Empregado CLT	7100	Sem Instrucao	Almoco	Nao	Nao	4.6	1
1745	26	Feminino	Solteiro	Empregado CLT	4300	Graduacao	Almoco	Nao	Nao	4.5	0
1746	33	Masculino	Casado	Autonomo	3900	Pos-Graduacao	Lanches	Nao	Nao	4.3	0
1747	19	Feminino	Solteiro	Sem Ocupacao	5100	Sem Instrucao	Lanches	Nao	Nao	4.5	0
1748	31	Feminino	Casado	Estudante	10400	Graduacao	Lanches	Nao	Nao	4.1	0
1749	46	Masculino	Casado	Sem Ocupacao	3200	Pos-Graduacao	Almoco	Nao	Nao	4.5	1
1750	26	Masculino	Casado	Estudante	15700	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.7	0
1751	18	Masculino	Solteiro	Estudante	8600	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
1752	31	Masculino	Casado	Sem Ocupacao	12100	Ensino Fund./Medio	Jantar	Nao	Nao	4.4	0
1753	27	Masculino	Solteiro	Empregado CLT	2700	Graduacao	Jantar	Nao	Nao	4.6	0
1754	20	Feminino	Divorciado	Empregado CLT	6800	Graduacao	Lanches	Nao	Nao	4.7	1
1755	18	Feminino	Casado	Estudante	6700	Sem Instrucao	Lanches	Nao	Nao	4.8	1
1756	45	Masculino	Viúvo	Sem Ocupacao	13600	Ensino Fund./Medio	Lanches	Nao	Sim	4.4	0
1757	37	Masculino	Solteiro	Empregado CLT	6500	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1758	29	Masculino	Casado	Empregado CLT	13200	Sem Instrucao	Cafe da manha	Nao	Nao	4.9	0
1759	38	Masculino	Solteiro	Empregado CLT	7300	Graduacao	Almoco	Nao	Nao	4.5	1
1760	26	Masculino	Casado	Autonomo	15000	Graduacao	Almoco	Nao	Nao	4.9	1
1761	52	Masculino	Divorciado	Sem Ocupacao	12500	Pos-Graduacao	Cafe da manha	Sim	Sim	4.5	1
1762	29	Masculino	Divorciado	Autonomo	8800	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
1763	33	Feminino	Solteiro	Empregado CLT	8600	Graduacao	Almoco	Nao	Nao	4.5	0
1764	36	Masculino	Casado	Empregado CLT	23900	Graduacao	Cafe da manha	Nao	Nao	4.3	1
1765	55	Feminino	Divorciado	Sem Ocupacao	8300	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1766	22	Masculino	Casado	Sem Ocupacao	8400	Ensino Fund./Medio	Almoco	Sim	Nao	4.4	0
1767	18	Feminino	Solteiro	Sem Ocupacao	3300	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1768	23	Masculino	Casado	Autonomo	9300	Graduacao	Jantar	Nao	Nao	4.3	1
1769	27	Feminino	Casado	Estudante	9900	Graduacao	Almoco	Sim	Nao	4.7	0
1770	18	Feminino	Solteiro	Sem Ocupacao	11100	Graduacao	Almoco	Sim	Sim	4.6	1
1771	23	Feminino	Solteiro	Empregado CLT	12700	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1772	24	Masculino	Solteiro	Sem Ocupacao	7900	Pos-Graduacao	Cafe da manha	Nao	Nao	4.6	1
1773	40	Masculino	Casado	Empregado CLT	5900	Graduacao	Cafe da manha	Nao	Nao	4.5	0
1774	19	Feminino	Solteiro	Empregado CLT	9000	Graduacao	Cafe da manha	Sim	Nao	4.9	1
1775	38	Masculino	Casado	Empregado CLT	7100	Ensino Fund./Medio	Jantar	Sim	Sim	4.6	1
1776	19	Masculino	Casado	Estudante	3200	Sem Instrucao	Cafe da manha	Nao	Nao	4.5	1
1777	56	Masculino	Casado	Autonomo	9000	Pos-Graduacao	Almoco	Nao	Nao	4.6	1
1778	30	Feminino	Casado	Autonomo	11800	Ensino Fund./Medio	Almoco	Sim	Sim	4.9	1
1779	45	Masculino	Casado	Autonomo	8300	Graduacao	Lanches	Nao	Nao	4.5	1
1780	27	Masculino	Solteiro	Empregado CLT	11400	Sem Instrucao	Almoco	Nao	Nao	4.6	1
1781	40	Masculino	Casado	Empregado CLT	10900	Graduacao	Lanches	Nao	Nao	4.6	1
1782	37	Masculino	Casado	Autonomo	7200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.1	1
1783	35	Masculino	Solteiro	Empregado CLT	3200	Sem Instrucao	Jantar	Sim	Sim	4.3	0
1784	34	Feminino	Casado	Empregado CLT	16000	Graduacao	Almoco	Nao	Nao	4.5	1
1785	44	Feminino	Casado	Autonomo	11800	Pos-Graduacao	Almoco	Nao	Nao	4.6	1
1786	25	Masculino	Solteiro	Autonomo	5600	Graduacao	Cafe da manha	Nao	Nao	4.3	0
1787	32	Masculino	Solteiro	Sem Ocupacao	7600	Pos-Graduacao	Lanches	Nao	Nao	4.7	0
1788	38	Feminino	Casado	Empregado CLT	13700	Pos-Graduacao	Lanches	Nao	Nao	4.9	1
1789	27	Feminino	Divorciado	Estudante	11100	Graduacao	Cafe da manha	Nao	Nao	4.3	0
1790	39	Masculino	Divorciado	Autonomo	8300	Graduacao	Jantar	Nao	Nao	4.6	1
1791	31	Masculino	Solteiro	Empregado CLT	5600	Graduacao	Jantar	Nao	Nao	4.5	1
1792	25	Masculino	Solteiro	Sem Ocupacao	3300	Ensino Fund./Medio	Almoco	Nao	Nao	4.3	0
1793	20	Feminino	Solteiro	Estudante	2300	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	0
1794	47	Feminino	Divorciado	Sem Ocupacao	4100	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
1795	49	Feminino	Viúvo	Empregado CLT	6500	Graduacao	Cafe da manha	Nao	Nao	4.0	1
1796	31	Feminino	Casado	Autonomo	7300	Graduacao	Lanches	Sim	Nao	4.5	0
1797	32	Masculino	Solteiro	Autonomo	1000	Graduacao	Jantar	Nao	Nao	4.8	0
1798	29	Masculino	Solteiro	Autonomo	7700	Pos-Graduacao	Lanches	Nao	Nao	4.4	0
1799	30	Masculino	Casado	Empregado CLT	9100	Pos-Graduacao	Jantar	Nao	Nao	4.6	0
1800	32	Feminino	Casado	Autonomo	4600	Graduacao	Jantar	Nao	Nao	4.5	1
1801	52	Masculino	Solteiro	Empregado CLT	2400	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	0
1802	54	Masculino	Casado	Sem Ocupacao	10800	Graduacao	Jantar	Nao	Nao	4.7	1
1803	23	Masculino	Solteiro	Autonomo	16100	Ensino Fund./Medio	Almoco	Nao	Sim	4.6	0
1804	18	Masculino	Solteiro	Empregado CLT	4200	Ensino Fund./Medio	Cafe da manha	Nao	Sim	4.4	0
1805	27	Feminino	Casado	Empregado CLT	8900	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
1806	31	Feminino	Solteiro	Empregado CLT	9500	Graduacao	Almoco	Sim	Nao	4.9	1
1807	19	Masculino	Casado	Estudante	7500	Ensino Fund./Medio	Almoco	Sim	Sim	4.6	1
1808	42	Masculino	Divorciado	Empregado CLT	6600	Graduacao	Almoco	Nao	Nao	4.5	1
1809	45	Masculino	Solteiro	Sem Ocupacao	6300	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
1810	31	Feminino	Casado	Sem Ocupacao	11800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.4	0
1811	26	Feminino	Solteiro	Estudante	5100	Graduacao	Almoco	Sim	Nao	4.7	0
1812	27	Masculino	Solteiro	Empregado CLT	16200	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
1813	19	Masculino	Casado	Sem Ocupacao	8800	Ensino Fund./Medio	Jantar	Nao	Nao	4.8	1
1814	44	Feminino	Casado	Empregado CLT	13900	Graduacao	Almoco	Nao	Nao	4.5	1
1815	33	Masculino	Casado	Estudante	13700	Pos-Graduacao	Cafe da manha	Nao	Nao	4.0	0
1816	38	Feminino	Solteiro	Empregado CLT	9200	Sem Instrucao	Lanches	Nao	Nao	4.5	0
1817	31	Masculino	Casado	Sem Ocupacao	8600	Graduacao	Cafe da manha	Nao	Nao	4.6	1
1818	47	Masculino	Divorciado	Empregado CLT	17600	Pos-Graduacao	Almoco	Nao	Nao	4.9	1
1819	38	Masculino	Casado	Autonomo	14600	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.7	1
1820	38	Feminino	Casado	Autonomo	3000	Graduacao	Almoco	Nao	Nao	4.6	0
1821	35	Feminino	Casado	Empregado CLT	6500	Ensino Fund./Medio	Almoco	Nao	Nao	4.9	1
1822	32	Feminino	Casado	Empregado CLT	8400	Pos-Graduacao	Lanches	Nao	Nao	4.7	0
1823	30	Feminino	Solteiro	Empregado CLT	5200	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1824	55	Masculino	Casado	Sem Ocupacao	11800	Sem Instrucao	Almoco	Nao	Nao	4.9	1
1825	35	Masculino	Casado	Aposentado	1700	Pos-Graduacao	Lanches	Nao	Nao	4.5	0
1826	29	Feminino	Casado	Empregado CLT	6300	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
1827	34	Masculino	Casado	Empregado CLT	27800	Graduacao	Almoco	Sim	Nao	4.6	1
1828	21	Feminino	Solteiro	Estudante	12200	Graduacao	Almoco	Nao	Nao	4.5	1
1829	24	Masculino	Solteiro	Autonomo	6400	Pos-Graduacao	Jantar	Nao	Nao	4.6	1
1830	44	Masculino	Casado	Empregado CLT	3800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
1831	20	Masculino	Solteiro	Autonomo	5300	Sem Instrucao	Lanches	Nao	Nao	4.3	0
1832	29	Masculino	Casado	Sem Ocupacao	7300	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	1
1833	36	Masculino	Casado	Estudante	15000	Pos-Graduacao	Almoco	Nao	Nao	4.5	1
1834	22	Feminino	Solteiro	Sem Ocupacao	7400	Sem Instrucao	Lanches	Nao	Nao	4.5	1
1835	28	Masculino	Solteiro	Empregado CLT	9100	Sem Instrucao	Lanches	Sim	Nao	4.5	1
1836	30	Feminino	Solteiro	Estudante	9300	Graduacao	Almoco	Nao	Nao	4.6	1
1837	29	Masculino	Solteiro	Empregado CLT	11200	Graduacao	Cafe da manha	Sim	Nao	4.7	1
1838	25	Masculino	Solteiro	Estudante	6000	Graduacao	Cafe da manha	Nao	Sim	4.3	1
1839	28	Feminino	Casado	Empregado CLT	10100	Ensino Fund./Medio	Lanches	Sim	Nao	4.4	0
1840	25	Feminino	Casado	Autonomo	1800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	1
1841	23	Masculino	Solteiro	Estudante	14400	Ensino Fund./Medio	Almoco	Nao	Nao	4.4	0
1842	30	Feminino	Casado	Estudante	11100	Graduacao	Cafe da manha	Nao	Nao	4.8	1
1843	31	Masculino	Solteiro	Autonomo	6600	Sem Instrucao	Lanches	Sim	Nao	4.5	1
1844	20	Masculino	Solteiro	Estudante	10700	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
1845	42	Feminino	Viúvo	Empregado CLT	5800	Graduacao	Lanches	Nao	Nao	4.6	0
1846	26	Feminino	Casado	Sem Ocupacao	9500	Graduacao	Cafe da manha	Nao	Nao	4.3	0
1847	19	Masculino	Solteiro	Sem Ocupacao	6400	Graduacao	Jantar	Sim	Nao	4.6	1
1848	42	Masculino	Solteiro	Autonomo	3500	Graduacao	Almoco	Nao	Nao	4.8	0
1849	21	Feminino	Solteiro	Estudante	12700	Sem Instrucao	Cafe da manha	Nao	Nao	4.6	1
1850	53	Feminino	Casado	Empregado CLT	7300	Graduacao	Almoco	Nao	Nao	4.9	1
1851	31	Feminino	Casado	Empregado CLT	7100	Sem Instrucao	Lanches	Nao	Nao	4.5	1
1852	24	Feminino	Casado	Sem Ocupacao	11000	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.2	0
1853	18	Feminino	Solteiro	Empregado CLT	6900	Graduacao	Cafe da manha	Nao	Nao	4.6	0
1854	36	Masculino	Casado	Empregado CLT	7600	Graduacao	Almoco	Nao	Nao	4.9	1
1855	23	Masculino	Solteiro	Sem Ocupacao	6800	Graduacao	Cafe da manha	Nao	Nao	4.8	1
1856	25	Masculino	Divorciado	Empregado CLT	5800	Sem Instrucao	Almoco	Sim	Nao	4.3	0
1857	32	Masculino	Casado	Empregado CLT	13900	Pos-Graduacao	Cafe da manha	Sim	Sim	4.7	1
1858	34	Feminino	Casado	Empregado CLT	10800	Graduacao	Cafe da manha	Nao	Nao	4.7	1
1859	27	Feminino	Casado	Sem Ocupacao	8300	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1860	35	Feminino	Casado	Estudante	3600	Sem Instrucao	Lanches	Nao	Nao	4.7	0
1861	23	Feminino	Solteiro	Autonomo	3600	Ensino Fund./Medio	Almoco	Nao	Nao	4.8	1
1862	48	Masculino	Viúvo	Empregado CLT	3400	Ensino Fund./Medio	Jantar	Nao	Sim	4.2	0
1863	25	Feminino	Casado	Sem Ocupacao	9400	Pos-Graduacao	Almoco	Sim	Nao	4.9	0
1864	21	Feminino	Solteiro	Estudante	3600	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.8	1
1865	29	Masculino	Solteiro	Empregado CLT	9500	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
1866	56	Feminino	Casado	Empregado CLT	2500	Sem Instrucao	Almoco	Sim	Nao	4.5	1
1867	46	Masculino	Casado	Sem Ocupacao	6600	Pos-Graduacao	Almoco	Sim	Sim	4.5	1
1868	26	Masculino	Casado	Empregado CLT	15400	Sem Instrucao	Almoco	Nao	Nao	4.6	1
1869	59	Masculino	Casado	Empregado CLT	4500	Pos-Graduacao	Lanches	Nao	Nao	4.7	0
1870	53	Feminino	Casado	Empregado CLT	9400	Graduacao	Lanches	Sim	Sim	4.8	1
1871	19	Masculino	Solteiro	Autonomo	9500	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
1872	34	Feminino	Casado	Autonomo	9900	Graduacao	Cafe da manha	Nao	Nao	4.9	1
1873	27	Feminino	Casado	Autonomo	2800	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1874	25	Masculino	Solteiro	Sem Ocupacao	6200	Ensino Fund./Medio	Lanches	Nao	Nao	4.2	0
1875	27	Masculino	Casado	Estudante	8100	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	0
1876	27	Masculino	Solteiro	Empregado CLT	3000	Sem Instrucao	Cafe da manha	Nao	Nao	4.5	0
1877	30	Masculino	Casado	Sem Ocupacao	11000	Pos-Graduacao	Cafe da manha	Nao	Nao	4.8	0
1878	33	Masculino	Casado	Autonomo	2600	Ensino Fund./Medio	Lanches	Nao	Nao	4.4	1
1879	24	Masculino	Solteiro	Autonomo	3900	Graduacao	Jantar	Sim	Nao	4.5	0
1880	24	Feminino	Casado	Sem Ocupacao	7200	Graduacao	Almoco	Nao	Nao	4.5	1
1881	35	Feminino	Solteiro	Sem Ocupacao	6500	Sem Instrucao	Lanches	Nao	Nao	4.8	1
1882	21	Feminino	Solteiro	Estudante	10700	Graduacao	Cafe da manha	Nao	Nao	4.8	0
1883	44	Masculino	Casado	Empregado CLT	10100	Graduacao	Cafe da manha	Nao	Nao	4.4	0
1884	29	Masculino	Casado	Empregado CLT	6500	Graduacao	Lanches	Nao	Nao	4.6	0
1885	46	Masculino	Casado	Autonomo	12900	Graduacao	Almoco	Nao	Sim	4.5	1
1886	24	Feminino	Solteiro	Autonomo	3300	Sem Instrucao	Almoco	Nao	Sim	4.3	0
1887	23	Masculino	Divorciado	Estudante	5000	Graduacao	Cafe da manha	Nao	Nao	4.9	0
1888	31	Feminino	Casado	Estudante	6700	Sem Instrucao	Cafe da manha	Nao	Nao	4.3	0
1889	26	Masculino	Casado	Autonomo	6200	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.5	1
1890	25	Feminino	Solteiro	Empregado CLT	22600	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1891	27	Masculino	Solteiro	Autonomo	1500	Graduacao	Jantar	Nao	Nao	4.2	1
1892	28	Masculino	Casado	Autonomo	3500	Graduacao	Jantar	Nao	Nao	4.4	0
1893	28	Feminino	Casado	Autonomo	5200	Sem Instrucao	Lanches	Nao	Nao	4.3	0
1894	29	Masculino	Casado	Empregado CLT	3000	Ensino Fund./Medio	Almoco	Nao	Sim	4.1	1
1895	43	Feminino	Divorciado	Empregado CLT	3600	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	0
1896	32	Feminino	Casado	Estudante	2800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1897	23	Feminino	Solteiro	Estudante	4000	Pos-Graduacao	Almoco	Nao	Nao	4.8	1
1898	34	Masculino	Casado	Autonomo	9000	Graduacao	Lanches	Nao	Nao	4.4	0
1899	20	Feminino	Solteiro	Estudante	12100	Ensino Fund./Medio	Jantar	Nao	Nao	4.6	1
1900	64	Masculino	Casado	Sem Ocupacao	4000	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
1901	33	Feminino	Solteiro	Empregado CLT	2100	Sem Instrucao	Lanches	Sim	Nao	4.7	0
1902	31	Feminino	Casado	Estudante	10200	Sem Instrucao	Jantar	Nao	Nao	4.7	1
1903	37	Feminino	Casado	Sem Ocupacao	13900	Pos-Graduacao	Almoco	Nao	Nao	4.7	1
1904	71	Masculino	Casado	Sem Ocupacao	9100	Graduacao	Almoco	Nao	Nao	4.5	1
1905	22	Masculino	Solteiro	Autonomo	6000	Ensino Fund./Medio	Almoco	Nao	Sim	4.0	0
1906	43	Feminino	Solteiro	Empregado CLT	6200	Pos-Graduacao	Cafe da manha	Nao	Nao	4.6	1
1907	25	Masculino	Casado	Sem Ocupacao	4200	Graduacao	Lanches	Nao	Nao	4.8	0
1908	31	Masculino	Casado	Autonomo	3800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	1
1909	24	Masculino	Solteiro	Estudante	5800	Graduacao	Almoco	Nao	Sim	4.5	1
1910	19	Masculino	Solteiro	Estudante	5800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
1911	23	Feminino	Casado	Estudante	6600	Ensino Fund./Medio	Jantar	Sim	Sim	4.6	1
1912	39	Feminino	Solteiro	Empregado CLT	7200	Pos-Graduacao	Lanches	Nao	Nao	4.7	0
1913	27	Feminino	Solteiro	Empregado CLT	7200	Graduacao	Cafe da manha	Nao	Nao	4.6	0
1914	25	Masculino	Casado	Autonomo	2700	Graduacao	Cafe da manha	Nao	Nao	4.7	1
1915	43	Feminino	Viúvo	Empregado CLT	6800	Pos-Graduacao	Cafe da manha	Sim	Nao	4.7	1
1916	46	Masculino	Casado	Empregado CLT	8400	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.8	1
1917	32	Feminino	Casado	Estudante	7700	Graduacao	Lanches	Nao	Nao	4.5	1
1918	52	Masculino	Casado	Aposentado	11900	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	0
1919	38	Masculino	Casado	Empregado CLT	1700	Graduacao	Almoco	Nao	Nao	4.6	1
1920	35	Masculino	Solteiro	Sem Ocupacao	8700	Graduacao	Lanches	Sim	Sim	4.9	0
1921	31	Masculino	Solteiro	Empregado CLT	16300	Graduacao	Cafe da manha	Nao	Nao	4.4	0
1922	22	Feminino	Casado	Empregado CLT	8500	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1923	29	Masculino	Solteiro	Estudante	4800	Graduacao	Lanches	Sim	Nao	4.8	0
1924	37	Feminino	Casado	Autonomo	6400	Pos-Graduacao	Lanches	Nao	Nao	4.5	1
1925	25	Masculino	Casado	Autonomo	16000	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.7	1
1926	44	Masculino	Casado	Empregado CLT	11800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	0
1927	35	Masculino	Casado	Empregado CLT	13000	Graduacao	Lanches	Nao	Nao	4.6	0
1928	24	Masculino	Solteiro	Estudante	8100	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.7	1
1929	34	Masculino	Casado	Aposentado	6900	Graduacao	Jantar	Nao	Nao	4.7	1
1930	86	Masculino	Viúvo	Aposentado	3900	Graduacao	Almoco	Sim	Nao	4.5	1
1931	27	Feminino	Solteiro	Autonomo	4300	Ensino Fund./Medio	Jantar	Nao	Nao	4.9	0
1932	41	Masculino	Casado	Empregado CLT	9200	Pos-Graduacao	Jantar	Sim	Nao	4.6	1
1933	24	Feminino	Solteiro	Estudante	7300	Ensino Fund./Medio	Almoco	Sim	Sim	4.6	1
1934	23	Feminino	Solteiro	Sem Ocupacao	15200	Ensino Fund./Medio	Cafe da manha	Nao	Sim	4.5	1
1935	28	Feminino	Solteiro	Estudante	8000	Pos-Graduacao	Cafe da manha	Sim	Sim	4.6	1
1936	19	Masculino	Casado	Sem Ocupacao	10400	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	1
